BATTERYVOLTAGE,DISCOMFORTINDEX,HEARTSTROKERISKFACTOR,HUMIDITY,ID,LIGHT,PRESSURE,SENSORID,SENSORNAME,SOUNDNOISE,TEMPERATURE,TIMESTAMP,UVINDEX
2861,7158,2144,5506,6e5be249-7545-462c-83c8-ab26472f6ee6,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2447,1.53566E+12,3
2816,7267,2264,6396,90e7a5eb-ff84-4d36-b50e-87cd178536bb,150,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5190,2461,1.53566E+12,2
2861,7158,2144,5506,ef7e6c48-ea43-4bcc-8152-65e4611a1b40,204,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4788,2447,1.53566E+12,3
2816,7267,2274,6403,99a60375-8fb4-40ef-ab27-0d8b2d22a027,150,10176,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5248,2461,1.53566E+12,2
2861,7158,2144,5506,3b694ec8-153b-44e2-abcb-8842b30e3850,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4773,2447,1.53566E+12,2
2816,7269,2275,6409,65c42904-a8e0-4e25-a862-62e9d1e9f9ff,150,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5248,2462,1.53566E+12,2
2861,7158,2144,5506,d54b4073-fdac-43fb-832c-0f255af98793,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4442,2447,1.53566E+12,3
2816,7274,2278,6412,e48fba9b-4bae-43d7-af3d-40da6db61a34,152,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5509,2465,1.53566E+12,2
2861,7158,2144,5503,c780d6d6-ce0c-4516-ad72-c617458104dd,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2447,1.53566E+12,2
2816,7276,2278,6418,115c371a-b3f3-4ec5-b2dd-3d698955629b,151,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5341,2466,1.53566E+12,2
2861,7158,2144,5503,14968a00-f802-4116-9169-0cf3df52055a,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2447,1.53566E+12,2
2816,7278,2279,6420,e67e5cd9-b16d-4789-8be4-f8e21216ac8d,149,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5243,2467,1.53566E+12,2
2861,7158,2144,5503,6e5d765f-7fda-43a7-b589-56ee3bfa3bfa,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4916,2447,1.53566E+12,3
2816,7281,2281,6423,e4f371d0-6dd2-4abc-92fd-fb7cfdfcd9ec,151,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5221,2469,1.53566E+12,2
2861,7158,2144,5503,0ef60aeb-4f7f-459c-84b4-2076028f08df,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2447,1.53566E+12,3
2816,7281,2281,6426,cd139e5d-3914-48f5-ab1c-a065ce2b238a,150,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5440,2469,1.53566E+12,2
2861,7157,2144,5500,0498e719-6704-46a5-9651-77743e636e92,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4610,2447,1.53566E+12,2
2816,7281,2281,6429,269a7e46-956e-4ff8-8c27-f9c73cddea26,151,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5509,2469,1.53566E+12,2
2861,7157,2144,5500,2e7ef052-cb89-43a3-ae88-ceaff2eebffe,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2447,1.53566E+12,2
2816,7282,2281,6432,4a84c776-5005-4f18-b898-394fede55ce1,153,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5226,2469,1.53566E+12,2
2861,7157,2144,5500,e21313bf-7549-4121-8c37-8e452ee6cfba,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4610,2447,1.53566E+12,3
2816,7284,2282,6435,6f6937c2-bae2-4199-ad84-a3af69dd1299,151,10176,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5310,2470,1.53566E+12,2
2861,7157,2144,5500,7b9788f6-cd39-4e13-a6bd-8101b194986a,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4719,2447,1.53566E+12,3
2816,7284,2282,6435,417fc8d1-ab39-48e1-98d6-d96f9e7108cd,151,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5450,2470,1.53566E+12,2
2861,7157,2144,5500,dba982d8-a6ca-47c9-84b1-baaddf794927,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4959,2447,1.53566E+12,2
2816,7284,2282,6438,400afe3d-12ed-491c-a1a9-e714fb5ad817,150,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5093,2470,1.53566E+12,2
2861,7157,2144,5500,37759b5b-b562-4195-992f-a58ebae30e9e,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2447,1.53566E+12,2
2816,7287,2284,6441,8aee694b-f762-49ac-bb2a-0d87d4869053,151,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5208,2472,1.53566E+12,3
2861,7157,2144,5500,863a6297-aa1d-4459-8560-a7f187e1df5d,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2447,1.53566E+12,3
2816,7290,2285,6444,693e4ce4-fb08-4977-b686-b5c5e6792f19,153,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,4858,2474,1.53566E+12,2
2861,7157,2144,5500,ac3b34e9-119f-49af-9e49-7450f1826085,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2447,1.53566E+12,2
2816,7292,2286,6444,76c9250c-7ea0-4add-b7ee-3a8b1c6854c7,149,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5176,2475,1.53566E+12,2
2861,7157,2144,5500,42036cee-f4d5-428b-be57-9b46ad55af63,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4795,2447,1.53566E+12,3
2816,7293,2287,6447,551f09a2-6daa-4c6c-9741-4d6d04ee6a85,150,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5256,2476,1.53566E+12,2
2861,7159,2145,5500,a4e3f44a-8c79-40cb-a258-48a90deda679,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4679,2448,1.53566E+12,3
2816,7295,2290,6450,4d2bbb48-568f-43ef-837d-9eb145064440,151,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5108,2477,1.53566E+12,2
2861,7159,2145,5500,2a5da09c-e05f-4715-a2db-5d5f1251c574,202,10171,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4564,2448,1.53566E+12,2
2816,7297,2291,6450,486625a7-1bfc-4c2c-bbdc-b39b112c9184,152,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5341,2478,1.53566E+12,2
2861,7159,2145,5500,cd29350b-c148-446b-8ccb-70badc774457,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4765,2448,1.53566E+12,2
2816,7298,2292,6450,8948398a-eae4-4879-9072-9b629ffce7c5,150,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5306,2479,1.53566E+12,2
2861,7159,2145,5500,1223ffa5-61a5-43f9-b4af-22737e2aa4ad,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2448,1.53566E+12,2
2816,7300,2293,6453,62869865-8b00-440d-a9dd-644114997238,148,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5212,2480,1.53566E+12,2
2861,7157,2134,5497,8b7330a8-451e-4ff9-aaf4-4c2589dee923,202,10171,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4628,2447,1.53566E+12,3
2816,7302,2294,6456,07cd0945-4e56-42b5-b38f-df7c9edad343,149,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5281,2481,1.53566E+12,2
2861,7159,2135,5497,bca375b0-e2f6-4004-bbc7-08e2cc78083e,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4670,2448,1.53566E+12,2
2816,7302,2294,6459,f55db16f-94f2-4ee8-b033-32a94cccb8b3,151,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5166,2481,1.53566E+12,2
2861,7159,2135,5497,3b1b6e66-886d-433e-99ec-3eb5deeec0bd,203,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4453,2448,1.53566E+12,3
2816,7303,2294,6459,62fc1ea1-4f08-4a6f-bb8b-97b26981f0b5,151,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5269,2482,1.53566E+12,2
2861,7159,2135,5497,76fb8ebf-92bf-4890-980f-704931660d13,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4654,2448,1.53566E+12,3
2816,7305,2295,6462,a2a545e1-ae63-419a-be1e-a06598275e08,147,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5372,2483,1.53566E+12,2
2861,7159,2135,5497,30f374e9-a6ce-47f7-b30c-78fae300c8f6,202,10171,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4610,2448,1.53566E+12,3
2816,7307,2296,6462,a4caf965-4685-4f09-bd6e-c5dbf368a67c,150,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5221,2484,1.53566E+12,2
2861,7159,2135,5497,aa64fadb-1d9c-4141-a043-5f4e55c3579e,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4628,2448,1.53566E+12,2
2816,7308,2297,6465,9ea22eb3-16a6-4f94-965f-8a2acdb1a1f0,150,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5166,2485,1.53566E+12,2
2861,7159,2135,5497,02277167-e3f3-4170-ad00-71c077bcc4c1,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4809,2448,1.53566E+12,2
2816,7308,2297,6465,62fa3d42-97ec-40e3-99d3-c8dbc306c7a9,153,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5256,2485,1.53566E+12,2
2861,7158,2135,5495,da71e85a-a5c4-4ba1-9992-4d16fba3d0b3,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4662,2448,1.53566E+12,3
2816,7311,2299,6465,10d24d9c-b6b2-46dd-9043-a37395793546,151,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5426,2487,1.53566E+12,2
2861,7158,2135,5495,8132c4b3-7605-405d-a9e3-13ea8ff35786,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4823,2448,1.53566E+12,2
2816,7314,2300,6465,db7f7334-e782-4cea-8ef5-237d7d876605,148,10176,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5470,2489,1.53566E+12,2
2861,7158,2135,5495,5e5c2a37-e5d0-46f6-bced-6d8aabe85d68,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2448,1.53566E+12,3
2816,7314,2300,6468,aa1aa48e-bee2-444b-97ca-01e0ca1f8982,150,10176,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5133,2489,1.53566E+12,2
2861,7158,2135,5495,c0791333-6666-4aaf-bbf0-e94a3572e2d7,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4505,2448,1.53566E+12,2
2816,7316,2301,6468,1bd8933f-77c9-4fc5-bf6c-7fa71109966b,149,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5265,2490,1.53566E+12,2
2861,7158,2135,5495,b2c55e3b-067d-490f-a0ed-bf4596465199,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2448,1.53566E+12,3
2816,7317,2302,6468,c37ce5eb-78c8-4e62-ada6-de1aecca142c,153,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5256,2491,1.53566E+12,2
2861,7158,2135,5495,5eee587b-3f4d-4fdf-a5a0-33a2b19cdd38,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4610,2448,1.53566E+12,2
2816,7319,2303,6468,059dd997-f8ef-49f1-a104-75140957ec2e,149,10177,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5580,2492,1.53566E+12,2
2861,7160,2136,5495,da17ae52-4858-4281-b19d-0fc1a06d2e98,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2449,1.53566E+12,3
2816,7320,2304,6468,465c23ce-09de-4c42-be08-ffbfa3d244ea,150,10176,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5190,2493,1.53566E+12,2
2861,7158,2135,5492,8089eb15-9f33-4a13-90ed-646188985c80,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2448,1.53566E+12,3
2816,7322,2305,6468,1c520fff-4402-4d4d-8d00-732e5d6c46bd,149,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5221,2494,1.53566E+12,2
2861,7158,2135,5495,5fa7c2ee-1ddd-4ee8-a6c9-658da6766512,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4564,2448,1.53566E+12,2
2816,7323,2305,6468,4de23c50-d3bc-44e8-baef-7963b72bd3eb,152,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5285,2495,1.53566E+12,2
2861,7159,2136,5492,818b0b2b-43b7-4bf2-b7e6-8ee927be8aa8,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2449,1.53566E+12,3
2816,7325,2306,6470,cbf94eb4-0f2a-4081-9221-94798d69d1f0,151,10176,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5212,2496,1.53566E+12,2
2861,7159,2136,5492,005a32f7-a9f7-4cf2-88c2-bdc9ba8363d4,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4727,2449,1.53566E+12,2
2816,7325,2306,6470,d401ad06-14c4-4f64-94fc-d463a28ede9f,152,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5162,2496,1.53566E+12,2
2861,7159,2136,5492,222bdc80-b9fd-453d-af1c-81aa1002af46,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4654,2449,1.53566E+12,3
2816,7326,2307,6470,a9de9866-1f89-4360-ae72-532a725946d8,149,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5281,2497,1.53566E+12,2
2861,7159,2136,5492,1cdc8868-8ebb-4cde-9ad6-d336a7d56027,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2449,1.53566E+12,2
2816,7328,2308,6474,f97849e1-f47b-4f9a-86f1-1629746db805,149,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5265,2498,1.53566E+12,2
2861,7159,2136,5492,41624d70-2875-47ef-b029-4c582c843f43,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2449,1.53566E+12,3
2816,7330,2309,6474,e57e5e4a-43f1-41b0-8b5c-c883a6e042b6,151,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5066,2499,1.53566E+12,2
2861,7159,2136,5492,4aed48e9-ce3d-42cf-89e7-c38cf5e4d1a2,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2449,1.53566E+12,3
2816,7331,2310,6474,d7e52382-72fe-48d7-adca-db6985426d04,149,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5477,2500,1.53566E+12,3
2861,7159,2136,5492,306cb844-6412-47d7-b628-85d23cb26de8,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4564,2449,1.53566E+12,3
2816,7332,2311,6474,e357f015-95a3-45d3-9285-242d64baf8ef,150,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5408,2501,1.53566E+12,2
2861,7158,2135,5492,563749c7-cb2b-4e42-a3e4-aa143a67c83f,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4679,2448,1.53566E+12,2
2816,7334,2311,6471,b0a45cec-3af9-4cc7-a096-61b94d531863,150,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,0597MY0063,5157,2502,1.53566E+12,2
2861,7159,2136,5492,1d344b77-749e-48d4-aaad-f83e5975102d,202,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4758,2449,1.53566E+12,3
2861,7159,2136,5492,2291c6f1-41d0-4f78-a2e1-59c3d870c04b,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2449,1.53566E+12,2
2861,7159,2136,5492,0adbc4a5-d1c7-41d6-9670-3025f7715f2b,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2449,1.53566E+12,3
2861,7159,2136,5492,a3b3f676-6cc8-4298-b7c5-1121f3807276,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2449,1.53566E+12,2
2861,7160,2136,5485,405208ee-d451-4d45-bcb6-c78b1404e6b8,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,2
2861,7159,2136,5485,32043eec-a537-4e87-9b8b-fbd51e39269d,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4858,2449,1.53566E+12,3
2861,7160,2136,5485,4725c66f-39f1-4d00-848d-b52b3bbdd0b8,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4743,2450,1.53566E+12,2
2858,7159,2136,5485,d0746fb2-3eec-416c-b16f-b3693c84d193,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4525,2449,1.53566E+12,2
2861,7159,2136,5485,4e83aa51-3f6d-411b-b4cd-b54b5753ac16,203,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4662,2449,1.53566E+12,3
2861,7159,2136,5485,111aafaa-07b0-459d-8ff2-a55da9157c32,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2449,1.53566E+12,2
2861,7159,2136,5485,69978bf9-b370-4174-a920-597c7ee716bf,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4802,2449,1.53566E+12,2
2861,7159,2136,5485,52f81f8c-45ca-4a6c-bad4-e9189ec2a42d,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4495,2449,1.53566E+12,2
2861,7160,2136,5485,f5a9db65-5c88-49c9-8c10-de56c08d1bbc,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4830,2450,1.53566E+12,3
2861,7159,2136,5485,408187cd-2af5-451d-a4f6-19097f85130f,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4409,2449,1.53566E+12,3
2861,7160,2136,5485,ba4481c7-bce0-4f36-a56e-f89c6aa9a1e5,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4679,2450,1.53566E+12,3
2861,7160,2136,5485,112862b8-8d37-42a7-a1a8-7d75b7417e70,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4628,2450,1.53566E+12,2
2858,7160,2136,5485,5078e92a-c3d7-4a92-9a28-7d8868d8529d,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4670,2450,1.53566E+12,2
2861,7159,2136,5485,a1996e26-fe45-4783-942a-65ff54cd2ce9,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4884,2449,1.53566E+12,2
2861,7160,2136,5485,7d6af251-e882-4f01-937e-5843c26af83c,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4758,2450,1.53566E+12,2
2861,7160,2136,5485,6b17e769-508d-42f0-9fc9-9534492c8a01,200,10171,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,3
2861,7160,2136,5485,36d27cb3-eb77-42b2-97e3-7139258f8f82,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4719,2450,1.53566E+12,3
2858,7160,2136,5482,2bdba47f-e673-4dce-abc2-db7ea890c303,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4727,2450,1.53566E+12,2
2861,7160,2136,5482,e8460ec5-f146-45f4-93ef-2b320aa1fc1f,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4735,2450,1.53566E+12,2
2861,7158,2136,5482,7cc4c3c5-439b-4c7f-b692-619d3392c9f7,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4750,2449,1.53566E+12,2
2861,7158,2136,5482,85fc23aa-34c5-45dd-b26d-440178ea2561,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2449,1.53566E+12,3
2858,7158,2136,5482,bf60f3c4-18b0-4539-bfac-db51194be8be,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4802,2449,1.53566E+12,2
2861,7160,2136,5482,74783863-bc95-45f2-84b2-f90ec4edcbc6,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,3
2858,7160,2136,5482,77bbe9da-3ed5-48b7-91dc-cbbfeb4c639c,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4525,2450,1.53566E+12,3
2861,7160,2136,5482,cce76fe4-a764-4e7e-a43e-b03389f3df68,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4735,2450,1.53566E+12,3
2858,7160,2136,5482,20082f68-bd62-494e-9fd2-850a34352cef,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4474,2450,1.53566E+12,2
2858,7160,2136,5482,83ea8d8d-fa9a-4f85-a1c7-16cfead9069e,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4830,2450,1.53566E+12,3
2861,7160,2136,5482,569a0dc2-d976-4743-b55d-6f6f8f89ecfb,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4610,2450,1.53566E+12,3
2861,7160,2136,5482,35f89bb5-d48f-4cf5-8f88-0b2d1c545cad,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4837,2450,1.53566E+12,2
2861,7160,2136,5482,4ef1af94-6e6f-413e-88d5-9c15fe4a8ae8,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4619,2450,1.53566E+12,2
